Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,HTR,B365H,B365D,B365A,B365>2.5,B365<2.5
E0,2021-08-28,15:00:00,West Ham,Crystal Palace,2,2,1.0,0.0,D,H,1.55,4.0,6.5,1.9,1.9
E0,2021-08-28,17:30:00,Liverpool,Chelsea,1,1,1.0,1.0,D,D,2.45,3.3,2.9,2.0,1.8
E0,2021-08-29,14:00:00,Burnley,Leeds,1,1,0.0,0.0,D,D,3.1,3.5,2.25,1.72,2.1
E0,2021-08-29,14:00:00,Tottenham,Watford,1,0,1.0,0.0,H,H,1.36,4.75,9.0,1.8,2.0
E0,2021-08-29,16:30:00,Wolves,Man United,0,1,0.0,0.0,A,D,5.0,3.5,1.75,2.0,1.8
E0,2021-09-11,12:30:00,Crystal Palace,Tottenham,3,0,0.0,0.0,H,D,4.2,3.5,1.9,2.1,1.72
E0,2021-09-11,15:00:00,Arsenal,Norwich,1,0,0.0,0.0,H,D,1.5,4.6,6.0,1.72,2.1
E0,2021-09-11,15:00:00,Brentford,Brighton,0,1,0.0,0.0,A,D,2.8,3.2,2.62,2.5,1.53
E0,2021-09-11,15:00:00,Leicester,Man City,0,1,0.0,0.0,A,D,6.0,4.0,1.57,1.72,2.1
E0,2021-09-11,15:00:00,Man United,Newcastle,4,1,1.0,0.0,H,H,1.18,7.5,15.0,1.44,2.75
E0,2021-09-11,15:00:00,Southampton,West Ham,0,0,0.0,0.0,D,D,2.9,3.5,2.4,1.72,2.1
E0,2021-09-11,15:00:00,Watford,Wolves,0,2,0.0,0.0,A,D,3.4,3.2,2.25,2.3,1.61
E0,2021-09-11,17:30:00,Chelsea,Aston Villa,3,0,1.0,0.0,H,H,1.28,5.5,11.0,1.8,2.0
E0,2021-09-12,16:30:00,Leeds,Liverpool,0,3,0.0,1.0,A,A,4.33,4.0,1.75,1.57,2.37
E0,2021-09-13,20:00:00,Everton,Burnley,3,1,0.0,0.0,H,D,1.7,3.75,5.0,2.0,1.8
E0,2021-09-17,20:00:00,Newcastle,Leeds,1,1,1.0,1.0,D,D,3.0,3.6,2.3,1.61,2.3
E0,2021-09-18,12:30:00,Wolves,Brentford,0,2,0.0,2.0,A,A,1.83,3.25,5.0,2.5,1.53
E0,2021-09-18,15:00:00,Burnley,Arsenal,0,1,0.0,1.0,A,A,3.8,3.6,1.95,2.0,1.8
E0,2021-09-18,15:00:00,Liverpool,Crystal Palace,3,0,1.0,0.0,H,H,1.2,7.0,13.0,1.5,2.62
E0,2021-09-18,15:00:00,Man City,Southampton,0,0,0.0,0.0,D,D,1.12,9.5,17.0,1.36,3.2
E0,2021-09-18,15:00:00,Norwich,Watford,1,3,1.0,1.0,A,D,2.15,3.3,3.5,2.1,1.72
E0,2021-09-18,17:30:00,Aston Villa,Everton,3,0,0.0,0.0,H,D,2.4,3.3,3.0,2.0,1.8
E0,2021-09-19,14:00:00,Brighton,Leicester,2,1,1.0,0.0,H,H,2.7,3.2,2.75,2.1,1.72
E0,2021-09-19,14:00:00,West Ham,Man United,1,2,1.0,1.0,A,D,4.33,4.0,1.75,1.66,2.2
E0,2021-09-19,16:30:00,Tottenham,Chelsea,0,3,0.0,0.0,A,D,5.0,3.8,1.7,2.0,1.8
E0,2021-09-25,12:30:00,Chelsea,Man City,0,1,0.0,0.0,A,D,2.62,3.2,2.75,2.1,1.72
E0,2021-09-25,12:30:00,Man United,Aston Villa,0,1,0.0,0.0,A,D,1.36,5.25,8.0,1.57,2.37
E0,2021-09-25,15:00:00,Everton,Norwich,2,0,1.0,0.0,H,H,1.61,3.8,5.75,1.9,1.9
E0,2021-09-25,15:00:00,Leeds,West Ham,1,2,1.0,0.0,A,H,3.0,3.6,2.25,1.57,2.37
E0,2021-09-25,15:00:00,Leicester,Burnley,2,2,1.0,2.0,D,A,1.57,4.0,6.0,1.9,1.9
E0,2021-09-25,15:00:00,Watford,Newcastle,1,1,0.0,1.0,D,A,2.2,3.4,3.3,2.0,1.8
E0,2021-09-25,17:30:00,Brentford,Liverpool,3,3,1.0,1.0,D,D,7.0,4.5,1.45,1.72,2.1
E0,2021-09-26,14:00:00,Southampton,Wolves,0,1,0.0,0.0,A,D,2.62,3.2,2.8,2.1,1.72
E0,2021-09-26,16:30:00,Arsenal,Tottenham,3,1,3.0,0.0,H,H,2.15,3.3,3.5,2.0,1.8
E0,2021-09-27,20:00:00,Crystal Palace,Brighton,1,1,1.0,0.0,D,H,3.1,3.2,2.45,2.3,1.61
E0,2021-10-02,12:30:00,Man United,Everton,1,1,1.0,0.0,D,H,1.45,4.33,7.5,1.8,2.0
E0,2021-10-02,15:00:00,Burnley,Norwich,0,0,0.0,0.0,D,D,1.85,3.6,4.33,1.9,1.9
E0,2021-10-02,15:00:00,Chelsea,Southampton,3,1,1.0,0.0,H,H,1.36,4.75,9.0,1.8,2.0
E0,2021-10-02,15:00:00,Leeds,Watford,1,0,1.0,0.0,H,H,1.7,4.0,4.75,1.66,2.2
E0,2021-10-02,15:00:00,Wolves,Newcastle,2,1,1.0,1.0,H,D,1.61,4.2,5.25,1.9,1.9
E0,2021-10-02,17:30:00,Brighton,Arsenal,0,0,0.0,0.0,D,D,3.0,3.25,2.4,2.0,1.8
E0,2021-10-03,14:00:00,Crystal Palace,Leicester,2,2,0.0,2.0,D,A,3.1,3.4,2.3,2.0,1.8
E0,2021-10-03,14:00:00,Tottenham,Aston Villa,2,1,1.0,0.0,H,H,2.1,3.6,3.4,1.9,1.9
E0,2021-10-03,14:00:00,West Ham,Brentford,1,2,0.0,1.0,A,A,1.75,3.75,4.75,1.9,1.9
E0,2021-10-03,16:30:00,Liverpool,Man City,2,2,0.0,0.0,D,D,2.87,3.5,2.4,1.72,2.1
E0,2021-10-16,12:30:00,Watford,Liverpool,0,5,0.0,2.0,A,A,8.5,5.5,1.33,1.57,2.37
E0,2021-10-16,15:00:00,Aston Villa,Wolves,2,3,0.0,0.0,A,D,2.15,3.25,3.5,2.1,1.72
E0,2021-10-16,15:00:00,Leicester,Man United,4,2,1.0,1.0,H,D,3.5,3.6,2.05,1.72,2.1
E0,2021-10-16,15:00:00,Man City,Burnley,2,0,1.0,0.0,H,H,1.12,9.0,19.0,1.36,3.2
E0,2021-10-16,15:00:00,Norwich,Brighton,0,0,0.0,0.0,D,D,3.6,3.4,2.1,2.1,1.72
E0,2021-10-16,15:00:00,Southampton,Leeds,1,0,0.0,0.0,H,D,2.3,3.5,3.0,1.72,2.1
E0,2021-10-16,17:30:00,Brentford,Chelsea,0,1,0.0,1.0,A,A,6.5,3.8,1.57,2.0,1.8
E0,2021-10-17,14:00:00,Everton,West Ham,0,1,0.0,0.0,A,D,2.5,3.4,2.8,1.9,1.9
E0,2021-10-17,16:30:00,Newcastle,Tottenham,2,3,1.0,3.0,A,A,3.5,3.6,2.05,1.8,2.0
E0,2021-10-18,20:00:00,Arsenal,Crystal Palace,2,2,1.0,0.0,D,H,1.6,3.8,6.0,1.97,1.93
E0,2021-10-22,20:00:00,Arsenal,Aston Villa,3,1,2.0,0.0,H,H,1.83,3.75,4.2,1.72,2.1
E0,2021-10-23,12:30:00,Chelsea,Norwich,7,0,3.0,0.0,H,H,1.18,7.0,15.0,1.66,2.2
E0,2021-10-23,15:00:00,Crystal Palace,Newcastle,1,1,0.0,0.0,D,D,1.9,3.6,4.0,1.9,1.9
E0,2021-10-23,15:00:00,Everton,Watford,2,5,1.0,1.0,A,D,1.65,3.8,5.5,2.0,1.8
E0,2021-10-23,15:00:00,Leeds,Wolves,1,1,0.0,1.0,D,A,2.4,3.4,2.87,1.9,1.9
E0,2021-10-23,15:00:00,Southampton,Burnley,2,2,1.0,1.0,D,D,1.95,3.5,3.9,1.9,1.9
E0,2021-10-23,17:30:00,Brighton,Man City,1,4,0.0,3.0,A,A,8.0,4.75,1.4,1.8,2.0
E0,2021-10-24,14:00:00,Brentford,Leicester,1,2,0.0,1.0,A,A,2.62,3.3,2.7,1.9,1.9
E0,2021-10-24,14:00:00,West Ham,Tottenham,1,0,0.0,0.0,H,D,2.3,3.5,3.0,1.72,2.1
E0,2021-10-24,16:30:00,Man United,Liverpool,0,5,0.0,4.0,A,A,3.1,3.6,2.2,1.53,2.5
E0,2021-10-30,12:30:00,Leicester,Arsenal,0,2,0.0,2.0,A,A,2.4,3.5,2.87,1.8,2.0
E0,2021-10-30,15:00:00,Burnley,Brentford,3,1,3.0,0.0,H,H,2.6,3.3,2.75,2.2,1.66
E0,2021-10-30,15:00:00,Liverpool,Brighton,2,2,2.0,1.0,D,H,1.22,6.5,13.0,1.53,2.5
E0,2021-10-30,15:00:00,Man City,Crystal Palace,0,2,0.0,1.0,A,A,1.14,8.0,19.0,1.44,2.75
E0,2021-10-30,15:00:00,Newcastle,Chelsea,0,3,0.0,0.0,A,D,8.5,5.0,1.36,1.72,2.1
E0,2021-10-30,15:00:00,Watford,Southampton,0,1,0.0,1.0,A,A,3.2,3.3,2.3,1.9,1.9
E0,2021-10-30,17:30:00,Tottenham,Man United,0,3,0.0,1.0,A,A,2.87,3.6,2.37,1.72,2.1
E0,2021-10-31,14:00:00,Norwich,Leeds,1,2,0.0,0.0,A,D,3.4,3.5,2.1,1.72,2.1
E0,2021-10-31,16:30:00,Aston Villa,West Ham,1,4,1.0,2.0,A,A,2.8,3.5,2.45,1.8,2.0
E0,2021-11-01,20:00:00,Wolves,Everton,2,1,2.0,0.0,H,H,2.2,3.2,3.5,2.3,1.61
E0,2021-11-05,20:00:00,Southampton,Aston Villa,1,0,1.0,0.0,H,H,1.95,3.6,3.75,1.72,2.1
E0,2021-11-06,12:30:00,Man United,Man City,0,2,0.0,2.0,A,A,4.75,4.0,1.7,1.57,2.37
E0,2021-11-06,15:00:00,Brentford,Norwich,1,2,0.0,2.0,A,A,1.6,4.0,5.75,2.0,1.8
E0,2021-11-06,15:00:00,Chelsea,Burnley,1,1,1.0,0.0,D,H,1.25,6.0,12.0,1.72,2.1
E0,2021-11-06,15:00:00,Crystal Palace,Wolves,2,0,0.0,0.0,H,D,2.45,3.2,3.0,2.37,1.57
E0,2021-11-06,17:30:00,Brighton,Newcastle,1,1,1.0,0.0,D,H,1.57,3.9,6.0,1.9,1.9
E0,2021-11-07,14:00:00,Arsenal,Watford,1,0,0.0,0.0,H,D,1.36,4.75,8.5,1.57,2.37
E0,2021-11-07,14:00:00,Everton,Tottenham,0,0,0.0,0.0,D,D,3.1,3.25,2.37,2.0,1.8
E0,2021-11-07,14:00:00,Leeds,Leicester,1,1,1.0,1.0,D,D,2.8,3.5,2.45,1.66,2.2
E0,2021-11-07,16:30:00,West Ham,Liverpool,3,2,1.0,1.0,H,D,4.75,4.0,1.7,1.5,2.62
E0,2021-11-20,12:30:00,Leicester,Chelsea,0,3,0.0,2.0,A,A,4.75,3.75,1.75,2.03,1.87
E0,2021-11-20,15:00:00,Aston Villa,Brighton,2,0,0.0,0.0,H,D,2.45,3.3,2.9,2.1,1.72
E0,2021-11-20,15:00:00,Burnley,Crystal Palace,3,3,2.0,3.0,D,A,2.7,3.2,2.7,2.2,1.66
E0,2021-11-20,15:00:00,Newcastle,Brentford,3,3,2.0,2.0,D,D,2.62,3.4,2.7,2.0,1.9
E0,2021-11-20,15:00:00,Norwich,Southampton,2,1,1.0,1.0,H,D,3.6,3.5,2.05,2.03,1.87
E0,2021-11-20,15:00:00,Watford,Man United,4,1,2.0,0.0,H,H,6.5,4.75,1.45,1.66,2.2
E0,2021-11-20,15:00:00,Wolves,West Ham,1,0,0.0,0.0,H,D,3.0,3.25,2.4,2.0,1.8
E0,2021-11-20,17:30:00,Liverpool,Arsenal,4,0,1.0,0.0,H,H,1.45,4.75,6.5,1.5,2.62
E0,2021-11-21,14:00:00,Man City,Everton,3,0,1.0,0.0,H,H,1.14,8.0,19.0,1.5,2.62
E0,2021-11-21,16:30:00,Tottenham,Leeds,2,1,0.0,1.0,H,A,1.7,4.2,4.5,1.72,2.1
E0,2021-11-27,12:30:00,Arsenal,Newcastle,2,0,0.0,0.0,H,D,1.44,4.75,7.0,1.61,2.3
E0,2021-11-27,15:00:00,Crystal Palace,Aston Villa,1,2,0.0,1.0,A,A,2.2,3.4,3.3,2.07,1.86
E0,2021-11-27,15:00:00,Liverpool,Southampton,4,0,3.0,0.0,H,H,1.28,6.0,9.0,1.4,3.0
E0,2021-11-27,15:00:00,Norwich,Wolves,0,0,0.0,0.0,D,D,3.5,3.3,2.15,2.3,1.61
E0,2021-11-27,17:30:00,Brighton,Leeds,0,0,0.0,0.0,D,D,2.05,3.4,3.75,1.98,1.95
E0,2021-11-28,14:00:00,Brentford,Everton,1,0,1.0,0.0,H,H,2.25,3.2,3.4,2.1,1.72
E0,2021-11-28,14:00:00,Leicester,Watford,4,2,3.0,1.0,H,H,1.61,4.0,5.5,1.66,2.2
E0,2021-11-28,14:00:00,Man City,West Ham,2,1,1.0,0.0,H,H,1.28,5.75,10.0,1.5,2.62
E0,2021-11-28,16:30:00,Chelsea,Man United,1,1,0.0,0.0,D,D,1.57,4.0,6.0,1.8,2.0
E0,2021-11-30,19:30:00,Newcastle,Norwich,1,1,0.0,0.0,D,D,1.95,3.5,3.9,1.85,2.05
E0,2021-11-30,20:15:00,Leeds,Crystal Palace,1,0,0.0,0.0,H,D,2.4,3.3,3.0,1.94,1.96
E0,2021-12-01,19:30:00,Southampton,Leicester,2,2,2.0,1.0,D,H,2.37,3.5,2.87,1.72,2.1
E0,2021-12-01,19:30:00,Watford,Chelsea,1,2,1.0,1.0,A,D,10.0,5.25,1.3,1.72,2.1
E0,2021-12-01,19:30:00,West Ham,Brighton,1,1,1.0,0.0,D,H,1.95,3.6,3.8,2.06,1.84
E0,2021-12-01,19:30:00,Wolves,Burnley,0,0,0.0,0.0,D,D,1.85,3.5,4.33,2.2,1.66
E0,2021-12-01,20:15:00,Aston Villa,Man City,1,2,0.0,2.0,A,A,9.0,5.25,1.33,1.61,2.3
E0,2021-12-01,20:15:00,Everton,Liverpool,1,4,1.0,2.0,A,A,7.5,5.25,1.36,1.57,2.37
E0,2021-12-02,19:30:00,Tottenham,Brentford,2,0,1.0,0.0,H,H,1.6,4.2,5.25,1.92,1.98
E0,2021-12-02,20:15:00,Man United,Arsenal,3,2,1.0,1.0,H,D,1.95,3.75,3.75,1.8,2.0
E0,2021-12-04,12:30:00,West Ham,Chelsea,3,2,1.0,2.0,H,A,4.75,3.6,1.75,2.0,1.8
E0,2021-12-04,15:00:00,Newcastle,Burnley,1,0,1.0,0.0,H,H,2.3,3.3,3.2,1.96,1.94
E0,2021-12-04,15:00:00,Southampton,Brighton,1,1,1.0,0.0,D,H,2.45,3.2,3.0,2.2,1.66
E0,2021-12-04,15:00:00,Wolves,Liverpool,0,1,0.0,0.0,A,D,8.0,4.75,1.4,1.66,2.2
E0,2021-12-04,17:30:00,Watford,Man City,1,3,0.0,2.0,A,A,12.0,7.0,1.2,1.44,2.75
E0,2021-12-05,14:00:00,Leeds,Brentford,2,2,1.0,0.0,D,H,1.95,3.6,3.8,1.96,1.94
E0,2021-12-05,14:00:00,Man United,Crystal Palace,1,0,0.0,0.0,H,D,1.5,4.33,6.5,1.8,2.0
E0,2021-12-05,14:00:00,Tottenham,Norwich,3,0,1.0,0.0,H,H,1.36,5.0,8.5,1.87,2.03
E0,2021-12-05,16:30:00,Aston Villa,Leicester,2,1,1.0,1.0,H,D,2.37,3.4,3.0,1.9,2.0
E0,2021-12-06,20:00:00,Everton,Arsenal,2,1,0.0,1.0,H,A,3.4,3.5,2.1,2.06,1.84
E0,2021-12-10,20:00:00,Brentford,Watford,2,1,0.0,1.0,H,A,2.25,3.3,3.3,2.01,1.89
E0,2021-12-11,12:30:00,Man City,Wolves,1,0,0.0,0.0,H,D,1.14,8.0,19.0,1.53,2.5
E0,2021-12-11,15:00:00,Arsenal,Southampton,3,0,2.0,0.0,H,H,1.61,4.0,5.5,1.8,2.0
E0,2021-12-11,15:00:00,Chelsea,Leeds,3,2,1.0,1.0,H,D,1.25,5.75,12.0,1.57,2.37
E0,2021-12-11,15:00:00,Liverpool,Aston Villa,1,0,0.0,0.0,H,D,1.2,7.0,13.0,1.4,3.0
E0,2021-12-11,17:30:00,Norwich,Man United,0,1,0.0,0.0,A,D,7.0,4.5,1.45,1.72,2.1
E0,2021-12-12,14:00:00,Burnley,West Ham,0,0,0.0,0.0,D,D,3.6,3.6,2.0,1.87,2.03
E0,2021-12-12,14:00:00,Leicester,Newcastle,4,0,1.0,0.0,H,H,1.66,4.1,4.75,1.57,2.37
E0,2021-12-12,16:30:00,Crystal Palace,Everton,3,1,1.0,0.0,H,H,2.3,3.2,3.3,2.3,1.61
E0,2021-12-14,19:45:00,Norwich,Aston Villa,0,2,0.0,1.0,A,A,3.3,3.3,2.25,2.1,1.72
E0,2021-12-14,20:00:00,Man City,Leeds,7,0,3.0,0.0,H,H,1.14,8.5,15.0,1.36,3.2
E0,2021-12-15,19:30:00,Brighton,Wolves,0,1,0.0,1.0,A,A,2.25,3.1,3.5,2.5,1.53
E0,2021-12-15,19:30:00,Crystal Palace,Southampton,2,2,1.0,2.0,D,A,2.15,3.3,3.5,2.1,1.72
E0,2021-12-15,20:00:00,Arsenal,West Ham,2,0,0.0,0.0,H,D,2.1,3.6,3.3,1.85,2.05
E0,2021-12-16,19:45:00,Chelsea,Everton,1,1,0.0,0.0,D,D,1.22,6.5,13.0,1.72,2.1
E0,2021-12-16,20:00:00,Liverpool,Newcastle,3,1,2.0,1.0,H,H,1.12,9.0,19.0,1.33,3.4
E0,2021-12-18,17:30:00,Leeds,Arsenal,1,4,0.0,3.0,A,A,3.9,3.8,1.83,1.72,2.1
E0,2021-12-19,14:00:00,Newcastle,Man City,0,4,0.0,2.0,A,A,13.0,7.5,1.18,,
E0,2021-12-19,14:00:00,Wolves,Chelsea,0,0,0.0,0.0,D,D,7.0,4.2,1.5,2.1,1.72
E0,2021-12-19,16:30:00,Tottenham,Liverpool,2,2,1.0,1.0,D,D,5.25,4.75,1.53,1.66,2.2
E0,2021-12-26,15:00:00,Man City,Leicester,6,3,4.0,0.0,H,H,1.18,7.5,13.0,1.36,3.2
E0,2021-12-26,15:00:00,Norwich,Arsenal,0,5,0.0,2.0,A,A,8.0,4.75,1.4,1.72,2.1
E0,2021-12-26,15:00:00,Tottenham,Crystal Palace,3,0,2.0,0.0,H,H,1.72,3.8,4.75,1.95,1.95
E0,2021-12-26,15:00:00,West Ham,Southampton,2,3,0.0,1.0,A,A,1.8,3.9,4.2,1.72,2.1
E0,2021-12-26,17:30:00,Aston Villa,Chelsea,1,3,1.0,1.0,A,D,5.25,3.8,1.65,2.05,1.85
E0,2021-12-26,20:00:00,Brighton,Brentford,2,0,2.0,0.0,H,H,1.9,3.4,4.2,2.2,1.66
E0,2021-12-27,20:00:00,Newcastle,Man United,1,1,1.0,0.0,D,H,6.5,4.75,1.44,1.61,2.3
E0,2021-12-28,15:00:00,Crystal Palace,Norwich,3,0,3.0,0.0,H,H,1.65,3.75,5.5,2.2,1.66
E0,2021-12-28,15:00:00,Southampton,Tottenham,1,1,1.0,1.0,D,D,3.75,3.5,2.0,1.95,1.95
E0,2021-12-28,15:00:00,Watford,West Ham,1,4,1.0,2.0,A,A,3.4,3.6,2.1,1.72,2.1
E0,2021-12-28,20:00:00,Leicester,Liverpool,1,0,0.0,0.0,H,D,8.0,5.5,1.33,1.3,3.5
E0,2021-12-29,19:30:00,Chelsea,Brighton,1,1,1.0,0.0,D,H,1.4,4.5,7.5,1.93,1.97
E0,2021-12-29,20:15:00,Brentford,Man City,0,1,0.0,1.0,A,A,19.0,8.0,1.14,1.5,2.62
E0,2021-12-30,20:15:00,Man United,Burnley,3,1,3.0,1.0,H,H,1.36,5.0,9.0,1.72,2.1
E0,2022-01-01,12:30:00,Arsenal,Man City,1,2,1.0,0.0,A,H,5.75,4.75,1.5,1.57,2.37
E0,2022-01-01,15:00:00,Watford,Tottenham,0,1,0.0,0.0,A,D,5.0,4.2,1.61,1.72,2.1
E0,2022-01-01,17:30:00,Crystal Palace,West Ham,2,3,0.0,3.0,A,A,3.1,3.4,2.3,1.87,2.03
E0,2022-01-02,14:00:00,Brentford,Aston Villa,2,1,1.0,1.0,H,D,3.0,3.3,2.4,2.0,1.8
E0,2022-01-02,14:00:00,Everton,Brighton,2,3,0.0,2.0,A,A,2.75,3.2,2.62,2.2,1.66
E0,2022-01-02,14:00:00,Leeds,Burnley,3,1,1.0,0.0,H,H,2.05,3.5,3.5,1.72,2.1
E0,2022-01-02,16:30:00,Chelsea,Liverpool,2,2,2.0,2.0,D,D,3.1,3.5,2.25,1.83,2.07
E0,2022-01-03,17:30:00,Man United,Wolves,0,1,0.0,0.0,A,D,1.53,4.33,6.0,1.98,1.92
E0,2022-01-11,19:45:00,Southampton,Brentford,4,1,2.0,1.0,H,H,2.05,3.4,3.6,2.06,1.84
E0,2022-01-12,19:45:00,West Ham,Norwich,2,0,1.0,0.0,H,H,1.28,5.5,10.0,1.66,2.2
E0,2022-01-14,20:00:00,Brighton,Crystal Palace,1,1,0.0,0.0,D,D,2.05,3.3,3.8,2.2,1.66
E0,2022-01-15,12:30:00,Man City,Chelsea,1,0,0.0,0.0,H,D,1.65,4.0,5.0,1.85,2.05
E0,2022-01-15,15:00:00,Newcastle,Watford,1,1,0.0,0.0,D,D,2.0,3.6,3.6,1.8,2.0
E0,2022-01-15,15:00:00,Norwich,Everton,2,1,2.0,0.0,H,H,3.75,3.5,2.0,2.1,1.72
E0,2022-01-15,15:00:00,Wolves,Southampton,3,1,1.0,0.0,H,H,2.25,3.2,3.4,2.5,1.53
E0,2022-01-15,17:30:00,Aston Villa,Man United,2,2,0.0,1.0,D,A,2.87,3.5,2.4,1.89,2.01
E0,2022-01-16,14:00:00,Liverpool,Brentford,3,0,1.0,0.0,H,H,1.3,5.5,10.0,1.66,2.2
E0,2022-01-16,14:00:00,West Ham,Leeds,2,3,1.0,2.0,A,A,1.61,4.2,5.0,1.61,2.3
E0,2022-01-18,20:00:00,Brighton,Chelsea,1,1,0.0,1.0,D,A,4.75,3.75,1.72,2.1,1.72
E0,2022-01-19,19:30:00,Leicester,Tottenham,2,3,1.0,1.0,A,D,3.0,3.5,2.3,1.72,2.1
E0,2022-01-19,20:00:00,Brentford,Man United,1,3,0.0,0.0,A,D,4.5,3.7,1.8,1.93,1.97
E0,2022-01-21,20:00:00,Watford,Norwich,0,3,0.0,0.0,A,D,2.0,3.5,3.75,1.94,1.96
E0,2022-01-22,12:30:00,Everton,Aston Villa,0,1,0.0,1.0,A,A,2.75,3.25,2.62,2.05,1.85
E0,2022-01-22,15:00:00,Brentford,Wolves,1,2,0.0,0.0,A,D,3.2,2.8,2.6,2.5,1.53
E0,2022-01-22,15:00:00,Leeds,Newcastle,0,1,0.0,0.0,A,D,2.0,3.5,3.75,1.66,2.2
E0,2022-01-22,15:00:00,Man United,West Ham,1,0,0.0,0.0,H,D,1.85,3.8,4.0,1.66,2.2
E0,2022-01-22,17:30:00,Southampton,Man City,1,1,1.0,0.0,D,H,10.0,6.5,1.25,1.44,2.75
E0,2022-01-23,14:00:00,Arsenal,Burnley,0,0,0.0,0.0,D,D,1.36,4.75,9.0,1.8,2.0
E0,2022-01-23,14:00:00,Crystal Palace,Liverpool,1,3,0.0,2.0,A,A,6.0,4.2,1.53,1.72,2.1
E0,2022-01-23,14:00:00,Leicester,Brighton,1,1,0.0,0.0,D,D,2.5,3.25,2.9,1.98,1.92
E0,2022-01-23,16:30:00,Chelsea,Tottenham,2,0,0.0,0.0,H,D,1.61,4.2,5.0,1.94,1.96
E0,2022-02-05,18:00:00,Burnley,Watford,0,0,0.0,0.0,D,D,2.2,3.25,3.5,2.1,1.72
E0,2022-02-08,19:45:00,Newcastle,Everton,3,1,1.0,1.0,H,D,2.5,3.25,2.87,1.91,1.99
E0,2022-02-08,19:45:00,West Ham,Watford,1,0,0.0,0.0,H,D,1.55,4.2,5.75,1.72,2.1
E0,2022-02-08,20:00:00,Burnley,Man United,1,1,0.0,1.0,D,A,5.5,4.0,1.61,1.85,2.05
E0,2022-02-09,19:45:00,Man City,Brentford,2,0,1.0,0.0,H,H,1.1,9.5,23.0,1.36,3.2
E0,2022-02-09,19:45:00,Norwich,Crystal Palace,1,1,1.0,0.0,D,H,3.5,3.25,2.15,2.1,1.72
E0,2022-02-09,19:45:00,Tottenham,Southampton,2,3,1.0,1.0,A,D,1.6,4.0,5.5,1.8,2.0
